id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count
554165,"View of skyline w roof deck, perfect for families!",1267900,Maayan,Brooklyn,Gowanus,Entire home/apt,250,2,57,2019.7.2,0.67,1
555206,Spacious Room/Hip East Village Apt!,1925503,Evan,Manhattan,East Village,Private room,99,6,80,2019.5.26,1.01,1
557487,Full apartment close to G & L train,2740824,Lindsey,Brooklyn,Greenpoint,Entire home/apt,104,11,22,2019.5.10,0.26,1
559511,Huge & sunny 1BR apt in Greenpoint,2750389,Jessica,Brooklyn,Greenpoint,Entire home/apt,120,5,40,2016.4.22,0.54,1
560078,Gorgeous Unique Garden-Terrace-Apt.,2753256,Vana,Manhattan,East Village,Entire home/apt,295,3,85,2019.6.23,1.02,1
560406,Charming old school 1BR in C. Gardens Brooklyn,2755668,Annie,Brooklyn,Carroll Gardens,Entire home/apt,90,4,1,2012.7.11,0.01,1
563442,Designer Studio in the HEART of WV!,2770788,Laura,Manhattan,West Village,Entire home/apt,197,14,29,2016.12.5,0.36,1
563496,Studio Apartment Greenwich Village,2770985,Aaron,Manhattan,Greenwich Village,Entire home/apt,145,5,1,2012.9.5,0.01,1
564049,Lovely Manhattan Apartment,2773585,Mathilde,Manhattan,Upper West Side,Entire home/apt,90,30,23,2017.2.15,0.27,1
564184,CLEAN PRIVATE ROOM IN CHELSEA NYC,2378357,David,Manhattan,Chelsea,Private room,125,2,42,2019.5.31,0.5,1
564447,GREAT DEAL IN TIMES SQ./HK,2775674,Matt,Manhattan,Hell's Kitchen,Entire home/apt,190,1,195,2019.6.25,2.83,1
564751,Artist space for creative nomads.,2777672,Kalae,Manhattan,Upper West Side,Shared room,76,2,158,2019.5.5,1.91,3
565814,Bright friendly room in Brooklyn,532819,Heather,Brooklyn,Bedford-Stuyvesant,Private room,50,2,1,2016.12.28,0.03,1
566712,"GREAT EAST VILLAGE LOCATION, ELEVATOR & ROOFTOP!!!",2786764,Marianna,Manhattan,East Village,Private room,107,1,115,2019.6.7,1.4,1
566911,Entire 1 Bedroom Apartment Flat Historic Bedstuy,2788488,Sajjad,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,4,42,2019.5.28,0.49,1
567195,Beautiful Garden Duplex in Brooklyn,2790324,Erin,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,5,3,2015.8.17,0.04,1
568661,"Bright, Airy Loft Apt in Bushwick",2590864,Jason,Brooklyn,Bushwick,Entire home/apt,110,90,32,2019.6.10,0.4,1
568684,800sqft apartment with huge terrace,2798644,Alessandra,Brooklyn,Bushwick,Entire home/apt,115,370,6,2018.4.15,0.09,1
568743, 2BR East Village  Sleeps 5 | BEST LOCATION ,627217,Seith,Manhattan,East Village,Entire home/apt,151,2,214,2019.7.6,2.53,3
570218,Duplex Loft in Fort Greene,2805772,Christopher,Brooklyn,Fort Greene,Entire home/apt,130,2,11,2019.5.6,0.13,1
570750,Fabulous Urban Retreat 2bdr,2806561,Noemie,Brooklyn,Crown Heights,Entire home/apt,180,2,221,2019.6.23,2.6,1
571564,large spacious room,1141935,Ana,Brooklyn,Crown Heights,Private room,95,1,123,2019.6.2,1.47,3
573612,"Sunny Private Bedroom by Express Train, Colleges!",2270624,Ny,Manhattan,Harlem,Private room,79,1,132,2019.6.16,1.56,2
573671,Luminous Modern Apt Share for Young Professionals,2822805,Ollie,Brooklyn,Bedford-Stuyvesant,Private room,60,30,41,2019.2.23,0.65,8
573795,Spacious Stylish  2 Bedroom Suite,38513,Nkosi,Brooklyn,East Flatbush,Entire home/apt,133,4,104,2019.6.6,1.32,1
573870,Central Park West/ 80s One bedroom!,1385157,Brian,Manhattan,Upper West Side,Entire home/apt,120,30,18,2019.5.27,0.22,5
575061,Your own floor (private) in prime Williamsburg!!,2828813,Katherine,Brooklyn,Williamsburg,Private room,120,2,143,2019.6.30,4.14,1
576227,Bright and Spacious Manhattan,2834840,Sheri,Manhattan,Harlem,Private room,700,28,4,2016.10.3,0.05,1
576426,TIMES SQ - FABULOUS 1BR/ BEST VIEW!,426725,Goran,Manhattan,Hell's Kitchen,Entire home/apt,165,3,25,2014.4.15,0.3,1
576916,"Beautiful, Quiet, Spacious 1BR - UWS by parks",2837527,Alexandra,Manhattan,Upper West Side,Entire home/apt,165,4,4,2017.8.22,0.05,1
577324,Stylish 1BR Apartment Quick to Midtown and LGA!,2839267,Dustin,Queens,Ditmars Steinway,Entire home/apt,54,45,198,2019.6.15,2.33,1
577703,Romantic Creative Retreat: Feel the Glow,2841175,Ina,Manhattan,East Village,Entire home/apt,100,5,6,2012.9.14,0.07,1
577824,Modern Private 2 BR Near DT Manhattan  3 stops,2841374,Stephon & Luke,Brooklyn,Crown Heights,Private room,80,7,10,2019.5.21,0.48,1
578267,*Lovely Bedroom! Big Sunny Apt*Manhattan*,1449904,Edel,Manhattan,Chinatown,Private room,96,19,30,2019.4.8,0.36,1
578941,Beautiful Park Slope 2 bedroom,2847655,Gideon,Brooklyn,Park Slope,Entire home/apt,159,2,4,2015.9.21,0.08,1
579716,Sweet n' Spectacular PARK SLOPE!,2851409,Mark And Stoph,Brooklyn,South Slope,Private room,50,2,201,2019.7.1,2.42,1
580323,Upper East Side 1 LG BR Avail in my Cute 2BR Apt,2311767,Melanie,Manhattan,East Harlem,Private room,75,2,51,2019.6.30,0.61,1
581180,Beautiful Fresh Studio for Sublet,2775107,Dana,Brooklyn,Clinton Hill,Entire home/apt,155,30,63,2019.5.26,0.75,1
581421,Pvblic Bath Artist Loft,2861848,Bekah,Brooklyn,Greenpoint,Private room,150,2,28,2018.8.5,0.59,1
581542,Escape to our Great Beach Getaway,2861854,Jeanmarie,Queens,Arverne,Entire home/apt,92,1,55,2017.6.1,0.66,1
582272,Privet Room in Greenpoint +Backyard *location,2712129,Raziel,Brooklyn,Greenpoint,Private room,75,5,1,2018.11.13,0.13,1
582372,Comfy New York City Launching Pad!!,733370,Tim,Queens,Astoria,Private room,69,40,23,2016.7.1,0.27,1
583337,Lovely Condo Carroll Gardens/Gowanus,2874587,Ibie,Brooklyn,Carroll Gardens,Entire home/apt,115,4,61,2019.3.9,0.72,1
583352,Charming Loft in the East Village,2423042,Nitin,Manhattan,East Village,Entire home/apt,120,60,5,2013.6.20,0.06,1
584122,"PRIVATE ROOM in HELL'S KITCHEN, NYC",2878358,Gio/Joey,Manhattan,Hell's Kitchen,Private room,120,2,67,2019.6.25,0.8,1
585369,SOHO/VILLAGE CHARMING STUDIO,911596,Anna,Manhattan,Greenwich Village,Entire home/apt,215,30,110,2019.4.2,1.3,1
585491,Beautiful Modern Apt in Brooklyn,2886652,Kanan & Tobias,Brooklyn,Crown Heights,Entire home/apt,195,2,160,2019.6.18,1.95,1
585937,Comfortable 1 Bedroom in Greenpoint,2888900,Alex,Brooklyn,Greenpoint,Entire home/apt,175,3,102,2019.6.25,1.23,2
586847,LARGE BEDROOM +PRIVATE BATHROOM,311286,Helene,Brooklyn,Crown Heights,Private room,80,2,5,2017.5.8,0.08,4
587519,Huge Bdrm in New Wilibrg 3 Bed Loft,2897835,Tim,Brooklyn,Williamsburg,Private room,48,5,1,2015.3.31,0.02,1
587554,Warm&Cozy Studio West Village,2897329,Josefina,Manhattan,West Village,Entire home/apt,200,7,34,2019.6.30,0.41,1
587641,Luxury Pad NYC - Williamsburg Loft,717562,John,Brooklyn,Williamsburg,Entire home/apt,275,30,6,2015.10.31,0.07,1
587698,Very close to Downtown Awesome Room,807642,Jeffrey,Brooklyn,Gravesend,Private room,72,1,61,2019.7.6,0.81,2
587740,Designer open space in TriBeCa Soho 1000sq ft,2899508,Tom & Jennifer,Manhattan,SoHo,Entire home/apt,199,60,11,2019.6.21,0.13,1
588677,Great find- 2 bedroom apartment in Williamsburg!,2407024,Michael,Brooklyn,Williamsburg,Entire home/apt,250,30,1,2012.8.10,0.01,2
590903,CLOSE TO CENTRAL PRK & EXPRESS TRAINS ABCD 2/3,1345769,Wowa,Manhattan,Harlem,Private room,75,5,46,2019.5.5,0.6,1
591135,Awesome Place! Amazing Location!!!,1523018,T,Manhattan,SoHo,Private room,125,1,132,2019.6.5,1.75,1
591565,Everyone who stays leaves happy!,2919467,Lisa,Manhattan,Tribeca,Private room,229,1,62,2014.4.27,0.73,1
591710,Spacious one bedroom apartment in Brooklyn Heights,2920855,Theodore,Brooklyn,Brooklyn Heights,Entire home/apt,175,10,8,2018.8.24,0.17,1
592785,Adorable 1 Bedroom,2932668,Stephanie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,16,2017.4.17,0.27,1
592831,Beautiful Bedroom in Brooklyn,2926404,Chris,Brooklyn,Bedford-Stuyvesant,Private room,54,2,19,2016.7.15,0.23,1
592853,A GEM IN THE CITY,2926593,Valerie,Queens,Ridgewood,Entire home/apt,75,2,17,2017.1.1,0.2,1
593000,Cozy 1BD Manhattan close Central Pk,2927446,Marie-Jeanne,Manhattan,Upper East Side,Entire home/apt,110,7,12,2016.11.18,0.14,1
593292,Penthouse Studio East 50s Terrace,2929585,Hillary,Manhattan,Murray Hill,Entire home/apt,165,1,321,2019.6.15,3.93,1
593320,In Manhattan+1 Small Block to train,2929756,Chris,Manhattan,Inwood,Private room,55,4,160,2019.6.12,1.89,2
594020,In_Manhattan+1 Small Block to train,2929756,Chris,Manhattan,Inwood,Private room,55,4,142,2019.6.3,1.68,2
594036,Spacious Greenwich Village Loft,2934010,Bill,Manhattan,West Village,Entire home/apt,300,1,5,2015.10.11,0.06,1
594640,NYC Chelsea very spacious 1-bedroom apartment,2937468,Markus,Manhattan,Chelsea,Entire home/apt,275,6,61,2019.6.30,0.73,1
594732,Greenwich Village Skylit 1BR +deck!,2938302,Chris,Manhattan,Greenwich Village,Entire home/apt,331,7,0,,,1
595321,Williamsburg Peace for the Solo Traveler,898980,Kelly,Brooklyn,Williamsburg,Private room,77,3,5,2018.10.21,0.08,1
595604,1 Bed Manhattan Apt. Minimum 7 DAYS,2943157,Ana,Manhattan,Washington Heights,Private room,60,30,36,2017.1.25,0.44,1
596448,The Perfect Brooklyn Heights Apt,2648088,Angela,Brooklyn,Brooklyn Heights,Entire home/apt,129,1,109,2019.6.14,1.51,1
597544,Dream Room in Sunnyside New York,2954200,Nancy,Queens,Sunnyside,Private room,100,3,28,2019.3.31,0.38,1
597624,Beautiful apartment in Park Slope,2954680,Onur,Brooklyn,Park Slope,Entire home/apt,120,4,14,2019.5.20,0.16,1
598612,Most breathtaking view of Manhattan,2960326,Fabio,Brooklyn,Williamsburg,Entire home/apt,500,2,250,2019.6.26,2.99,1
599595,BIG UWS APT-BLOCK FROM CENTRAL PARK,2965915,Amy,Manhattan,Upper West Side,Entire home/apt,179,4,12,2018.5.28,0.25,1
599847,Beautiful Ft. Greene Apartment-NEW!,2966937,Chris,Brooklyn,Clinton Hill,Entire home/apt,149,2,20,2018.12.30,0.24,1
600286,"lovely, spacious wmsbrg apt w deck",1036617,George,Brooklyn,Williamsburg,Entire home/apt,180,14,27,2019.5.13,0.36,1
600775,Sml Rm in pr. Brst in Pk Sl great for Med/students,210746,Kathleen R.,Brooklyn,Prospect Heights,Private room,100,2,73,2019.6.27,0.89,3
600877,Rare Loft Apt in Heart of Brooklyn,2973437,Kevin + Casey,Brooklyn,Boerum Hill,Entire home/apt,180,3,2,2015.12.29,0.05,1
602070,"Amazing Greenpoint/WBurg, BRKLN 1BR",2640845,Zach,Brooklyn,Greenpoint,Entire home/apt,128,5,38,2019.5.6,0.45,1
602142,2B+Office Perfect 4 Young Family!!,2233907,Kyle,Brooklyn,Prospect Heights,Entire home/apt,260,14,5,2014.10.18,0.07,1
602250,College Students see New York !,2979607,Miriam,Queens,Cambria Heights,Private room,55,3,0,,,2
602453,Cosy Large Bedroom Park Slope,2316922,Nat,Brooklyn,Park Slope,Private room,65,3,31,2018.8.10,0.5,1
602888,Bright UES Gem Near Central Park,177724,Lauren,Manhattan,Upper East Side,Entire home/apt,200,2,17,2015.12.7,0.21,1
606269,Garden Oasis in the ¥ï_ of NYC | Steps to Times Sq!,3002643,Heather,Manhattan,Hell's Kitchen,Entire home/apt,249,3,35,2019.5.27,0.42,1
607735,Brownstone Home - BEST BKLYN BLOCK!,3011547,Wendy,Brooklyn,Gowanus,Entire home/apt,300,30,63,2019.4.18,0.77,3
607781,"Convenient, Central, Comfortable",2874433,Eric,Manhattan,East Harlem,Entire home/apt,120,7,149,2019.6.29,1.78,1
607891,Charming triplex in NYC brownstone!,893148,Silvia,Manhattan,Upper West Side,Private room,120,20,107,2018.6.5,1.29,1
609213,"Cozy 1BR apart. in Prospect Hts, BK",3019795,Marta,Brooklyn,Prospect Heights,Entire home/apt,125,5,7,2015.12.31,0.08,1
609559,Queens Quality Convenient Apartment,3647,Rafael,Queens,Elmhurst,Entire home/apt,99,3,48,2019.6.23,0.58,2
609983,Gorgeous 1 Bdrm Haven/Shared Ktchn,3024659,Jonathan,Brooklyn,Bushwick,Entire home/apt,115,3,54,2019.6.19,0.65,1
610118,Hip Brooklyn Photo Studio Loft!,1144721,Andrew And Kat,Brooklyn,Bushwick,Entire home/apt,275,31,17,2015.10.18,0.2,1
610596,Chateau Gowanus,2992042,"Christopher, Samantha And Mason",Brooklyn,Gowanus,Entire home/apt,198,2,103,2019.6.8,1.62,1
611009,HUGE East Village 2 Bd w/Priv Yard,3029414,Deborah,Manhattan,East Village,Entire home/apt,199,3,243,2019.6.24,2.95,1
611408,Cozy Comfortable Friendly & Cheap!,2979607,Miriam,Queens,Cambria Heights,Private room,45,3,0,,,2
612936,1 FLOOR OF A BROWNSTONE WITH GARDEN,3039868,Lori & John,Manhattan,Upper West Side,Private room,125,3,93,2019.6.18,1.17,1
613528,Full-Service Studio Apt in Brownstone/Townhouse,2518984,Historic Harlem,Manhattan,Harlem,Entire home/apt,80,2,54,2019.7.1,0.74,2
613556,"2 BED TriBeCa, Beautiful-Renovated!",1475015,Mike,Manhattan,Tribeca,Entire home/apt,130,30,2,2015.10.31,0.03,52
613818,Small Private Room # 1 with Window,2712353,Masud,Brooklyn,Cypress Hills,Private room,35,28,88,2019.5.22,1.05,4
614269,Full Apt! L Train On The Corner!!,3047107,Bradley,Brooklyn,Williamsburg,Entire home/apt,90,30,15,2017.7.29,0.18,1
616585,Great house in Williamsburg ,10889,Bob,Brooklyn,Williamsburg,Entire home/apt,250,3,25,2017.11.21,0.3,2
618836,1 BR Apartment near Prospect Park!,3065891,Sarah,Brooklyn,Crown Heights,Entire home/apt,115,3,0,,,1
618916,Brooklyn Carriage House,92451,Cath,Brooklyn,Prospect Heights,Entire home/apt,200,4,11,2019.4.28,0.13,1
619122,Big Sunny Williamsburg 14ft Ceilings w Half Bath,2272846,Zack,Brooklyn,Williamsburg,Private room,64,30,17,2019.5.30,0.26,2
619471,Historic Brownstone Parlor & Garden,3069794,Hayley,Brooklyn,Bedford-Stuyvesant,Private room,65,3,5,2014.8.31,0.06,2
620214,NYC/Queens 1 Bedroom Apartment,3073291,David,Queens,Astoria,Entire home/apt,175,14,0,,,1
621430,Cozy bedroom in Hells Kitchen,2957827,Mauricio,Manhattan,Hell's Kitchen,Private room,90,2,28,2018.9.13,0.34,1
622410,"Great room in 2BR, Bright + Cozy!",1563352,Evelina,Brooklyn,Crown Heights,Private room,85,2,0,,,1
623423,ENTIRE LUXURY MADISON AVE STUDIO,3091205,Angela,Manhattan,Midtown,Entire home/apt,150,30,0,,,1
623747,Great deal! Manhattan 1-bedroom 1 month sublet,3050955,Laura And Bernard,Manhattan,Kips Bay,Entire home/apt,50,30,8,2018.8.21,0.11,1
624222,"Spacious apt in South Harlem, steps to subways !",3097033,Aida,Manhattan,Harlem,Entire home/apt,136,2,15,2019.4.27,0.18,2
625197,"Williamsburg, Brooklyn Townhouse",1974637,Gina,Brooklyn,Williamsburg,Entire home/apt,400,3,2,2018.10.22,0.17,1
625365,"In the heart of Prospect Park, BK!",3102648,Zhenia,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,125,4,40,2019.1.1,0.57,1
627432,"In the Hub of Union Square, NYC",3114411,Carlita,Manhattan,East Village,Entire home/apt,165,7,57,2019.5.6,0.68,1
627949,COMFY-CUTE-N-CLEAN APT in WBURG,585879,Armando,Brooklyn,Williamsburg,Entire home/apt,180,3,0,,,1
628078,NYC Whole Apt.  Dec 26th- Feb 3rd,3119145,Dennis,Manhattan,Harlem,Entire home/apt,105,14,6,2018.8.16,0.07,1
628227,Ti me Square Stylish 1 Bedroom,3120156,Sag,Manhattan,Hell's Kitchen,Entire home/apt,148,4,57,2019.5.24,0.69,1
629315,1BD brownstone apt in Fort Greene!,2397437,Lauren,Brooklyn,Fort Greene,Entire home/apt,120,3,22,2015.10.28,0.27,1
629770,Slick Studio with High Ceilings,3129020,Ian,Manhattan,Gramercy,Entire home/apt,99,8,6,2013.9.4,0.07,1
629774,East Village perch!,834185,Zachary,Manhattan,East Village,Entire home/apt,175,1,17,2015.10.13,0.2,1
629855,Big Room in Williamsburg Loft,155163,Niral,Brooklyn,Williamsburg,Private room,85,2,14,2018.10.28,0.19,1
629949,1 BR - Garden - Broadway?,3130534,Ken,Manhattan,Upper East Side,Private room,80,1,160,2019.6.27,1.9,1
630034,Sal's bnb,3129017,Lascell,Brooklyn,Bedford-Stuyvesant,Entire home/apt,119,2,85,2019.6.23,1.02,1
633276,"Jacuzzi Suite, Minutes to Times Sq.",1568517,Karl & Catherine,Queens,Long Island City,Private room,89,1,165,2019.6.22,1.99,2
633950,1-Bd Apt in PRIME Soho - NYC- July,2354167,Paul,Manhattan,SoHo,Shared room,195,2,13,2014.4.22,0.16,1
634353,Luxury 1Bed with Central Park Views,836168,Henry,Manhattan,Upper West Side,Entire home/apt,1000,30,44,2015.9.28,0.53,11
635114,NYC - Heart of Greenwich Village,3158530,Peter,Manhattan,Greenwich Village,Entire home/apt,225,4,51,2019.5.2,0.62,1
635282,"Huge factory loft, prime location",1215949,Misty,Brooklyn,Williamsburg,Entire home/apt,165,2,179,2019.6.17,2.2,1
635662,bedroom in front of prospect park  w/2 queens beds,3033622,Jose,Brooklyn,Windsor Terrace,Private room,60,2,206,2019.6.15,2.49,2
636391,Charming Sunny W. Village Apt.,8425,Sharon,Manhattan,West Village,Entire home/apt,165,5,4,2018.7.8,0.05,1
637228,"Beautiful, bright room w/priv bath",1363434,Daniel,Brooklyn,Bushwick,Private room,80,14,2,2019.6.23,0.11,1
637504,Private bedroom in a 2-fam house for solo traveler,3179968,Tony,Queens,Sunnyside,Private room,52,3,1,2018.6.4,0.08,1
637716,"NOLITA, Home Sweet Home in NYC",3181665,Cortney,Manhattan,Nolita,Entire home/apt,160,4,2,2013.4.3,0.02,1
638894,"1-BDRM, Good Light, Fire-Escape, AC",1182294,Jonny,Brooklyn,Crown Heights,Entire home/apt,110,5,3,2016.1.11,0.04,1
638898,Apt Near Central Park & Columbia!,1583594,Jeffrey,Manhattan,Upper West Side,Private room,60,2,19,2015.9.23,0.23,1
639199,"Beautiful 4BR/4BA Home, Staten Island, NY City.",1483081,Marina,Staten Island,Tottenville,Entire home/apt,299,3,59,2019.7.8,0.82,1
639781,East Village 1 Bedroom Apartment,3194190,Jack,Manhattan,East Village,Entire home/apt,200,6,1,2019.1.5,0.16,1
640589,Sweet Super Bowl Accomodations,3198479,Gina,Manhattan,West Village,Entire home/apt,700,5,1,2012.9.18,0.01,1
640691,Homey Townhouse + PRIVATE Bathroom,3199395,Chris & Don,Brooklyn,Cobble Hill,Private room,120,3,254,2019.6.23,3.05,1
640990,Cozy E. Harlem Brownstone PH,3201337,Diego,Manhattan,East Harlem,Private room,65,2,129,2019.4.6,1.56,2
641768,INSANE NYC views! Live in the sky!,3206521,Dee,Manhattan,Hell's Kitchen,Entire home/apt,263,30,11,2013.3.8,0.13,2
642682,Up Among the Trees 2,579412,Mateo And Anna,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,20,32,2019.4.21,0.68,1
643591,Central Park Luxury ( BEST DEAL ;),81335,Evan,Manhattan,Upper West Side,Entire home/apt,150,5,8,2016.8.21,0.12,3
643948,Luxe Queen Size Bed*Cozy Elegance*Inwood Manhattan,400262,Grace,Manhattan,Inwood,Private room,60,2,261,2019.7.3,3.16,1
644464,Loft Room in Heart of Williamsburg,3225114,Ryan,Brooklyn,Williamsburg,Private room,350,2,3,2012.9.23,0.04,1
644575,Enjoy and discover New York Citi,15523,Vadim,Staten Island,Tompkinsville,Private room,71,2,23,2018.10.7,0.33,2
644833,3 Bedroom 2.5  Bath Multilevel Home,195137,James,Manhattan,Harlem,Entire home/apt,433,5,108,2019.6.3,1.44,2
644869,Luxury Doorman Building! w/Pvt Bath,1223359,Steven,Manhattan,Harlem,Private room,79,3,9,2019.6.30,0.11,1
645075,"Hell's Kitchen, Midtown west!",2494666,Brian,Manhattan,Hell's Kitchen,Private room,140,2,248,2019.6.24,2.99,1
645693,__New Discount__ Beautiful Room / Next to Subway,3233986,Daniel,Queens,Astoria,Private room,61,4,107,2019.6.22,1.29,2
645922,Gorgeous Modern Manhattan Apt,1740784,Gal,Manhattan,Midtown,Private room,100,3,41,2015.9.25,0.52,1
645942,Amazing NY apartment in SoHo/Nolita,3235547,Mathilde,Manhattan,Nolita,Entire home/apt,250,4,43,2019.6.2,0.52,1
646147,Private rooms on a XLarge 3 br 2 baths,352230,Andrea,Manhattan,Harlem,Private room,145,3,39,2016.12.8,0.47,1
646391,Lofted Bed in a Funky Family Loft!!,147388,Mary,Brooklyn,Bedford-Stuyvesant,Shared room,45,4,31,2017.6.1,0.37,1
646458,Room in Williamsburg Loft - Long Stays,415660,Carmen,Brooklyn,Williamsburg,Private room,73,6,6,2019.5.13,0.07,2
647413,Charming 1 bedroom Apt in Brooklyn,3245898,Ede,Brooklyn,Prospect Heights,Entire home/apt,150,3,18,2019.4.6,0.26,1
647520,Charming 1br in of NYC's best Neighborhood!,3245431,Jon,Manhattan,NoHo,Entire home/apt,234,20,29,2019.4.30,0.37,1
647580,East Village Hideaway,3247050,Moira,Manhattan,East Village,Entire home/apt,150,1,11,2013.12.25,0.13,1
648047,"Cute, comfortable room in Gramercy",672510,Jernee,Manhattan,Gramercy,Private room,65,4,161,2019.7.1,1.92,1
648246,Spacious Brooklyn Loft w/ River View,62583,Karina,Brooklyn,Williamsburg,Entire home/apt,195,1,39,2019.4.28,0.47,1
649561,Manhattan Sky Crib (1 year sublet),3260084,David,Manhattan,Chelsea,Entire home/apt,135,365,0,,,1
649903,Studio With Old-World Character,3262771,Christina,Brooklyn,Crown Heights,Entire home/apt,90,7,2,2015.8.25,0.03,1
651375,"Spacious, rare, elegant, art-filled loft w sauna",3272526,Lisa,Manhattan,SoHo,Entire home/apt,595,5,59,2019.6.27,0.77,1
651475,"Comfortable, clean & quiet in EV",468752,Casper,Manhattan,Gramercy,Private room,109,1,323,2019.6.20,3.89,1
651648,One Bedroom Apartment in an 1879 Brownstone,3274376,Edward,Brooklyn,Clinton Hill,Entire home/apt,200,3,56,2019.5.21,0.96,1
652371,ELEGANT MIDTOWN EAST STUDIO E.52 ST,1475015,Mike,Manhattan,Midtown,Entire home/apt,90,30,3,2016.12.31,0.05,52
652466,32nd St & Lexington Ave / Doorman Beautiful Studio,1475015,Mike,Manhattan,Kips Bay,Entire home/apt,100,30,2,2018.6.30,0.04,52
652515,COLUMBUS CIRCLE~FULLY FURNISHED!!!,1475015,Mike,Manhattan,Hell's Kitchen,Entire home/apt,85,30,2,2016.8.15,0.04,52
652648,GRAMERCY PARK~FURNISHED E.20's ST P,1475015,Mike,Manhattan,Kips Bay,Entire home/apt,87,30,3,2018.8.15,0.05,52
652691,COLUMBUS CIRCLE~100% FURNISHED W.58,1475015,Mike,Manhattan,Upper West Side,Entire home/apt,95,30,1,2012.11.1,0.01,52
654005,Charming 2 Bdrm UWS w/ private deck,1242765,Kate,Manhattan,Upper West Side,Entire home/apt,349,3,58,2019.6.18,0.7,1
654232,BIG East Village 1bd all the extras,3291022,Noel,Manhattan,East Village,Entire home/apt,99,3,10,2015.10.24,0.14,1
654612,THE HEART OF ART IN THE HEART OF NY,3293368,Kathleen,Manhattan,Hell's Kitchen,Entire home/apt,160,2,83,2019.5.23,1.01,1
655230,Be in NYC's best: Lower East Side!,3298062,Connie,Manhattan,Chinatown,Entire home/apt,149,4,12,2019.6.3,0.14,1
655472,Lovely 2-room Studio in Crown Hghts,326329,Nick,Brooklyn,Crown Heights,Entire home/apt,60,3,1,2012.8.25,0.01,1
655783,Chic Luxe 1BR 1.5BA 900sf -Midtown ,3301845,Alana,Manhattan,Midtown,Entire home/apt,285,7,10,2019.7.6,3.53,1
656281,"QUIET, SPACIOUS, COMFORTABLE, & GREAT LOCATION",3180741,Manon,Brooklyn,Kensington,Private room,72,1,48,2019.2.28,0.59,1
657005,Charming West Village Pad,159780,Horatio,Manhattan,West Village,Entire home/apt,150,16,5,2019.7.3,0.06,1
657198,"2BR gem in Cobble Hill, Brooklyn",414627,Charlotte,Brooklyn,Columbia St,Entire home/apt,200,3,15,2018.7.9,0.18,1
657217,Prime location near Central Park !!,3312204,Olga,Manhattan,Upper East Side,Private room,79,1,347,2019.7.4,4.24,2
657727,"Bright, Quiet 2 BR in Awesome Area!",3315563,Mariko,Manhattan,Upper West Side,Entire home/apt,197,1,108,2019.7.5,1.31,2
658008,Secret Garden,3317183,Claire,Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,3,163,2019.6.19,1.96,2
658366,HEART OF NYC! Sunny furn 1 br wifi,3319410,Dawn,Manhattan,Gramercy,Entire home/apt,127,3,182,2019.6.23,2.3,1
658515,A nice quiet room in Manhattan,3320650,Jay,Manhattan,East Harlem,Private room,110,1,37,2019.6.2,0.45,1
658932,Cozy room on a tree lined street ,3323929,Erika,Queens,Ridgewood,Private room,69,1,30,2019.6.22,0.4,1
659880,1 bedroom in a super cute 2 bed,1648054,Ruth,Brooklyn,Williamsburg,Private room,100,60,3,2015.5.15,0.04,1
659952,GREAT Studio apartment in Midtown W,3166753,Ben,Manhattan,Hell's Kitchen,Entire home/apt,99,3,46,2018.1.4,0.56,1
660016,"Peaceful with Windows, Brooklyn Apt",270064,Sean - Hygge Stay,Brooklyn,Williamsburg,Entire home/apt,139,2,211,2019.7.4,2.57,1
660036,Great Apt Steps from Central Park,3330459,Lynne,Manhattan,Upper West Side,Private room,113,1,93,2019.5.21,1.12,1
661814,1 bedroom apt in heart of Chelsea,3341426,Nika,Manhattan,Chelsea,Entire home/apt,250,2,10,2016.5.7,0.13,1
663608,Boho Chic Rhapsody in New York City,3351317,Clara,Manhattan,Kips Bay,Entire home/apt,295,4,72,2019.6.22,1.02,1
664047,Lux 2Bed/2.5Bath Central Park Views,836168,Henry,Manhattan,Upper West Side,Entire home/apt,2000,30,59,2016.1.28,0.71,11
665394,Winning Location in Hells Kitchen,1139222,Carl,Manhattan,Hell's Kitchen,Entire home/apt,220,2,18,2018.12.1,0.24,1
666220,Beautiful East Village apartment,2490963,Matteo,Manhattan,East Village,Private room,75,5,6,2013.7.11,0.07,1
666315,BEDFORD AVE STUDIO APT WITH GARDEN,1486465,Carlo,Brooklyn,Williamsburg,Entire home/apt,100,31,15,2015.10.12,0.18,1
666613,Amazing Williamsburg entire Loft. Floor 2B,3370705,Valentin,Brooklyn,Williamsburg,Entire home/apt,199,4,78,2019.6.7,1.26,1
667375,Light & airy Chelsea NY 1bdrm apt,3376141,Nic,Manhattan,Chelsea,Entire home/apt,200,3,17,2018.6.24,0.21,1
667549,My Brooklyn Studio in Ditmas Park,3377231,Lina,Brooklyn,Flatbush,Entire home/apt,140,4,15,2017.8.3,0.18,1
